Age,Gender,Education Level,Job Title,Years of Experience,Salary
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,,Developer,7,100000
31,Female,Bachelor's Degree,Front end Developer,6,110000
37,Male,Master's Degree,Software Engineer Manager,10,150000
27,Male,Bachelor's Degree,Back end Developer,3,80000
50,Male,PhD,Senior Project Engineer,18,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
31,Male,Master's Degree,Software Engineer Manager,8,130000
27,Male,Bachelor's Degree,Back end Developer,3,80000
43,Male,PhD,Senior Project Engineer,15,180000
35,Female,Master's Degree,Full Stack Engineer,8,140000
42,Male,Bachelor's Degree,Software Engineer Manager,12,160000
28,Female,Bachelor's Degree,Front end Developer,2,55000
44,Female,PhD,Senior Project Engineer,16,190000
32,Male,Master's Degree,Back end Developer,7,120000
48,Male,PhD,Software Engineer Manager,18,200000
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
34,Male,Master's Degree,Front end Developer,9,150000
37,Female,Bachelor's Degree,Software Engineer Manager,11,170000
26,Male,Bachelor's Degree,Back end Developer,2,65000
49,Female,PhD,Senior Project Engineer,19,210000
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000
41,Male,Master's Degree,Software Engineer Manager,14,180000
31,Female,Bachelor's Degree,Front end Developer,6,110000
37,Male,Master's Degree,Software Engineer Manager,10,150000
27,Male,Bachelor's Degree,Back end Developer,3,80000
50,Male,PhD,Senior Project Engineer,18,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Female,PhD,Senior Project Engineer,16,185000
33,Male,Bachelor's Degree,Full Stack Engineer,7,130000
30,Male,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Software Engineer Manager,20,210000
31,Male,Bachelor's Degree,Back end Developer,6,95000
39,Female,Master's Degree,Software Engineer Manager,11,170000
27,Male,Bachelor's Degree,Front end Developer,2,65000
44,Female,PhD,Senior Project Engineer,16,190000
32,Male,Master's Degree,Back end Developer,7,120000
48,Male,PhD,Software Engineer Manager,19,200000
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
34,Male,Master's Degree,Front end Developer,9,150000
37,Female,Bachelor's Degree,Software Engineer Manager,11,170000
26,Male,Bachelor's Degree,Back end Developer,2,65000
49,Female,PhD,Senior Project Engineer,19,210000
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000
41,Male,Master's Degree,Software Engineer Manager,14,180000
31,Female,Bachelor's Degree,Front end Developer,6,110000
37,Male,Master's Degree,Software Engineer Manager,10,150000
27,Male,Bachelor's Degree,Back end Developer,3,80000
50,Male,PhD,Senior Project Engineer,18,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
39,Female,Master's Degree,Software Engineer Manager,12,160000
27,Male,Bachelor's Degree,Back end Developer,3,80000
49,Male,PhD,Senior Project Engineer,17,195000
32,Female,Master's Degree,Full Stack Engineer,6,115000
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000
27,Male,Bachelor's Degree,Front end Developer,2,65000
43,Female,PhD,Senior Project Engineer,14,190000
34,Male,Master's Degree,Back end Developer,8,140000
46,Male,PhD,Software Engineer Manager,16,185000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Master's Degree,Front end Developer,5,105000
50,Male,PhD,Senior Project Engineer,19,200000
30,Male,Bachelor's Degree,Back end Developer,5,100000
42,Male,Master's Degree,Software Engineer Manager,13,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
45,Male,PhD,Senior Project Engineer,16,185000
29,Female,Bachelor's Degree,Front end Developer,4,90000
